TargetNode	01	02	03	04	05	06	07	08	09	10
Human_adenovirus_S08-2B-3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_S10-1-6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_isolate_MY7/1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_isolate_MY8/1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_isolate_SGH2289	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_isolate_SGH5253	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_adenovirus_type_35p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Human_hepatitis_A_virus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JC_polyomavirus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JC_virus_x_BK_virus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Klebsiella_oxytoca	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Klebsiella_pneumoniae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Klebsiella_pneumoniae_subsp._pneumoniae	Klebsiella_pneumoniae_subsp._pneumoniae;_CP012745.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Klebsiella_pneumoniae_subsp._rhinoscleromatis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Legionella_pneumophila	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Leptospira_alexanderi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Leptospira_alstonii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Leptospira_borgpetersenii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Leptospira_broomii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Leptospira_fainei	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Leptospira_inadai	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Leptospira_interrogans	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Leptospira_kirschneri	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Leptospira_kmetyi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Leptospira_licerasiae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Leptospira_noguchii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Leptospira_santarosai	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Leptospira_weilii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Leptospira_wolffii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Methanobrevibacter_oralis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Moraxella_catarrhalis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mycobacterium_avium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mycobacterium_canettii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mycobacterium_colombiense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mycobacterium_intracellulare	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mycobacterium_kansasii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mycobacterium_leprae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mycobacterium_tuberculosis_complex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mycoplasma_pneumoniae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Neisseria	Neisseria_meningitidis_MC58;_AE002098.2;_TOPREFPERCREADS100	Neisseria_meningitidis_H44/76;_CP002420.1;_TOPREFPERCREADS100	Neisseria_meningitidis;_CP020421.1;_TOPREFPERCREADS100	Neisseria_gonorrhoeae;_CP012026.1;_TOPREFPERCREADS088	Neisseria_gonorrhoeae;_CP012028.1;_TOPREFPERCREADS088	Neisseria_gonorrhoeae;_CP016016.1;_TOPREFPERCREADS088	Neisseria_gonorrhoeae;_LT906440.1;_TOPREFPERCREADS088	Neisseria_gonorrhoeae;_CP012027.1;_TOPREFPERCREADS088	Neisseria_gonorrhoeae;_LT906472.1;_TOPREFPERCREADS088	Neisseria_gonorrhoeae;_CP016015.1;_TOPREFPERCREADS088
Neisseria_gonorrhoeae	Neisseria_gonorrhoeae;_CP012027.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Neisseria_meningitidis	Neisseria_meningitidis_MC58;_AE002098.2;_TOPREFPERCREADS100	Neisseria_meningitidis;_CP020421.1;_TOPREFPERCREADS100	Neisseria_meningitidis_H44/76;_CP002420.1;_TOPREFPERCREADS093	Neisseria_meningitidis_LNP21362;_CP006869.1;_TOPREFPERCREADS086	Neisseria_meningitidis_M04-240196;_CP002423.1;_TOPREFPERCREADS059	Neisseria_meningitidis;_CP015886.1;_TOPREFPERCREADS047	Neisseria_meningitidis_alpha710;_CP001561.1;_TOPREFPERCREADS045	Neisseria_meningitidis;_CP020401.1;_TOPREFPERCREADS044	Neisseria_meningitidis;_CP016683.1;_TOPREFPERCREADS044	Neisseria_meningitidis;_CP017257.1;_TOPREFPERCREADS044
Parvimonas_micra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Peptostreptococcus_anaerobius	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plasmodium_falciparum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plasmodium_falciparum_3D7	Plasmodium_falciparum_3D7;_NC_004330.1;_TOPREFPERCREADS100	Enterobius_vermicularis;_LM424231.1;_TOPREFPERCREADS100	Enterobius_vermicularis;_LM429619.1;_TOPREFPERCREADS100	Fusobacterium_nucleatum_subsp._nucleatum;_CP012717.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA
Plasmodium_vivax	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plasmodium_vivax_Sal-1	Homo_sapiens;_NC_000023.11;_TOPREFPERCREADS100	Enterobius_vermicularis;_LM413866.1;_TOPREFPERCREADS014	Enterobius_vermicularis;_LM413800.1;_TOPREFPERCREADS014	Enterobius_vermicularis;_LM424231.1;_TOPREFPERCREADS014	Enterobius_vermicularis;_LM414175.1;_TOPREFPERCREADS014	Enterobius_vermicularis;_LM418698.1;_TOPREFPERCREADS014	Enterobius_vermicularis;_LM420767.1;_TOPREFPERCREADS014	Enterobius_vermicularis;_LM413935.1;_TOPREFPERCREADS014	Enterobius_vermicularis;_LM429619.1;_TOPREFPERCREADS014	Enterobius_vermicularis;_LM420414.1;_TOPREFPERCREADS014
Pneumocystis_carinii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pneumocystis_jirovecii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Porphyromonas_gingivalis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Porphyromonas_gingivalis_W83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rickettsia_africae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rickettsia_akari	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rickettsia_conorii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rickettsia_felis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rickettsia_japonica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rickettsia_prowazekii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rickettsia_rickettsii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rickettsia_sibirica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rickettsia_typhi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Salmonella_enterica_subsp._enterica	Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._P125109;_AM933172.1;_TOPREFPERCREADS100	Salmonella_enterica_subsp._enterica_serovar_Gallinarum_str._287/91;_AM933173.1;_TOPREFPERCREADS100	Salmonella_enterica_subsp._enterica_serovar_Typhimurium;_CP012985.1;_TOPREFPERCREADS100	Salmonella_enterica_subsp._enterica_serovar_Typhimurium;_CP007804.2;_TOPREFPERCREADS100	Salmonella_enterica_subsp._enterica_serovar_Typhimurium;_CP012681.1;_TOPREFPERCREADS100	Salmonella_enterica_subsp._enterica_serovar_Typhimurium;_CP009102.1;_TOPREFPERCREADS100	Salmonella_enterica_subsp._enterica_serovar_Typhimurium;_CP014536.1;_TOPREFPERCREADS100	Salmonella_enterica_subsp._enterica_serovar_Typhimurium;_CP007581.1;_TOPREFPERCREADS100	Salmonella_enterica_subsp._enterica_serovar_Typhimurium;_CP014356.1;_TOPREFPERCREADS100	Salmonella_enterica_subsp._enterica_serovar_Typhimurium;_CP014358.1;_TOPREFPERCREADS100
Salmonella_enterica_subsp._enterica_serovar_Inverness_str._ATCC_10720	Salmonella_enterica_subsp._enterica_serovar_Inverness_str._ATCC_10720;_CP019181.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Salmonella_typhimurium_TR7095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Schistosoma_mansoni	Schistosoma_mansoni;_NW_017386861.1;_TOPREFPERCREADS100	Homo_sapiens;_NC_000017.11;_TOPREFPERCREADS001	Homo_sapiens;_NC_000001.11;_TOPREFPERCREADS001	Toxoplasma_gondii_ME49;_NC_031474.1;_TOPREFPERCREADS000	Equid_alphaherpesvirus_3;_NC_024771.1;_TOPREFPERCREADS000	Trypanosoma_cruzi_strain_CL_Brener;_NW_001849172.1;_TOPREFPERCREADS000	Trypanosoma_cruzi_strain_CL_Brener;_NW_001849566.1;_TOPREFPERCREADS000	Trypanosoma_cruzi_strain_CL_Brener;_NW_919426.1;_TOPREFPERCREADS000	Trypanosoma_cruzi_strain_CL_Brener;_NW_001849430.1;_TOPREFPERCREADS000	Trypanosoma_cruzi_strain_CL_Brener;_NW_001849516.1;_TOPREFPERCREADS000
Shigella_boydii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Shigella_dysenteriae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Shigella_flexneri	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Shigella_sonnei	Shigella_sonnei;_CP021144.1;_TOPREFPERCREADS100	Shigella_sonnei_53G;_HE616528.1;_TOPREFPERCREADS100	Shigella_sonnei_Ss046;_CP000038.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA
Staphylococcus_aureus	Staphylococcus_aureus;_CP007690.1;_TOPREFPERCREADS100	Staphylococcus_aureus_subsp._aureus_USA300_TCH1516;_CP000730.1;_TOPREFPERCREADS100	Staphylococcus_aureus_USA300-ISMMS1;_CP007176.1;_TOPREFPERCREADS099	Staphylococcus_aureus_subsp._aureus_USA300_FPR3757;_CP000255.1;_TOPREFPERCREADS099	Staphylococcus_aureus_subsp._aureus;_CP012119.1;_TOPREFPERCREADS099	Staphylococcus_aureus_subsp._aureus;_CP012120.1;_TOPREFPERCREADS098	Staphylococcus_aureus_subsp._aureus_str._Newman;_AP009351.1;_TOPREFPERCREADS091	Staphylococcus_aureus_subsp._aureus_COL;_CP000046.1;_TOPREFPERCREADS091	Staphylococcus_aureus_subsp._aureus_DSM_20231;_CP011526.1;_TOPREFPERCREADS090	Staphylococcus_aureus_subsp._aureus_NCTC_8325;_CP000253.1;_TOPREFPERCREADS089
Staphylococcus_aureus_subsp._aureus	Staphylococcus_aureus_subsp._aureus_ST228;_HE579061.1;_TOPREFPERCREADS100	Staphylococcus_aureus_subsp._aureus_Mu3;_AP009324.1;_TOPREFPERCREADS100	Staphylococcus_aureus_subsp._aureus;_CP012756.1;_TOPREFPERCREADS100	Staphylococcus_aureus_subsp._aureus;_CP016861.1;_TOPREFPERCREADS100	Staphylococcus_aureus_subsp._aureus;_CP012119.1;_TOPREFPERCREADS100	Staphylococcus_aureus_subsp._aureus;_CP016863.1;_TOPREFPERCREADS100	Staphylococcus_aureus_subsp._aureus;_CP017094.1;_TOPREFPERCREADS100	Staphylococcus_aureus_subsp._aureus;_CP016858.1;_TOPREFPERCREADS100	Staphylococcus_aureus_subsp._aureus_Mu50;_BA000017.4;_TOPREFPERCREADS100	Staphylococcus_aureus_subsp._aureus_N315;_BA000018.3;_TOPREFPERCREADS100
Staphylococcus_aureus_subsp._aureus_ED98	Staphylococcus_aureus_subsp._aureus_ED98;_CP001784.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Staphylococcus_aureus_subsp._aureus_USA300_TCH1516	Staphylococcus_aureus_subsp._aureus_USA300_TCH1516;_CP000730.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus	Streptococcus_mutans_UA159;_AE014133.2;_TOPREFPERCREADS100	Streptococcus_mutans_UA159-FR;_CP007016.1;_TOPREFPERCREADS100	Streptococcus_mutans_GS-5;_CP003686.1;_TOPREFPERCREADS055	Streptococcus_troglodytae;_AP014612.1;_TOPREFPERCREADS055	Streptococcus_mutans;_CP013237.1;_TOPREFPERCREADS053	Streptococcus_mutans_LJ23;_AP012336.1;_TOPREFPERCREADS053	Streptococcus_mutans_NN2025;_AP010655.1;_TOPREFPERCREADS047	Streptococcus_intermedius_JTH08;_AP010969.1;_TOPREFPERCREADS030	Streptococcus_intermedius;_CP020433.1;_TOPREFPERCREADS028	Streptococcus_intermedius;_CP012718.1;_TOPREFPERCREADS027
Streptococcus_agalactiae	Streptococcus_agalactiae_2603V/R;_AE009948.1;_TOPREFPERCREADS100	Streptococcus_agalactiae;_CP021867.1;_TOPREFPERCREADS093	Streptococcus_agalactiae;_CP011329.1;_TOPREFPERCREADS091	Streptococcus_agalactiae;_CP019979.1;_TOPREFPERCREADS090	Streptococcus_agalactiae;_CP021868.1;_TOPREFPERCREADS075	Streptococcus_agalactiae;_CP012503.1;_TOPREFPERCREADS074	Streptococcus_agalactiae;_CP013202.1;_TOPREFPERCREADS073	Streptococcus_agalactiae_A909;_CP000114.1;_TOPREFPERCREADS072	Streptococcus_agalactiae_09mas018883;_HF952104.1;_TOPREFPERCREADS072	Streptococcus_agalactiae;_CP010867.1;_TOPREFPERCREADS072
Streptococcus_agalactiae_2603V/R	Streptococcus_agalactiae_2603V/R;_AE009948.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_gordonii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_gordonii_str._Challis_substr._CH1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_intermedius	Streptococcus_intermedius;_CP012718.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_mutans	Streptococcus_mutans_UA159-FR;_CP007016.1;_TOPREFPERCREADS100	Streptococcus_mutans_UA159;_AE014133.2;_TOPREFPERCREADS100	Streptococcus_mutans_GS-5;_CP003686.1;_TOPREFPERCREADS077	Streptococcus_mutans;_CP013237.1;_TOPREFPERCREADS076	Streptococcus_mutans_NN2025;_AP010655.1;_TOPREFPERCREADS069	Streptococcus_mutans_LJ23;_AP012336.1;_TOPREFPERCREADS068	Streptococcus_troglodytae;_AP014612.1;_TOPREFPERCREADS012	Streptococcus_intermedius_B196;_CP003857.1;_TOPREFPERCREADS000	Streptococcus_intermedius_JTH08;_AP010969.1;_TOPREFPERCREADS000	Streptococcus_intermedius;_AP014880.1;_TOPREFPERCREADS000
Streptococcus_mutans_LJ23	Streptococcus_mutans_LJ23;_AP012336.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_mutans_NN2025	Streptococcus_mutans_NN2025;_AP010655.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_mutans_UA159	Streptococcus_mutans_UA159;_AE014133.2;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_mutans_UA159-FR	Streptococcus_mutans_UA159-FR;_CP007016.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_pantholopis	Streptococcus_pantholopis;_CP014699.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_pneumoniae	Streptococcus_pneumoniae_TIGR4;_AKVY01000001.1;_TOPREFPERCREADS100	Streptococcus_pneumoniae_R6;_AE007317.1;_TOPREFPERCREADS087	Streptococcus_pneumoniae_D39;_CP000410.1;_TOPREFPERCREADS087	Streptococcus_pneumoniae_OXC141;_FQ312027.1;_TOPREFPERCREADS075	Streptococcus_pneumoniae_P1031;_CP000920.1;_TOPREFPERCREADS075	Streptococcus_pneumoniae_JJA;_CP000919.1;_TOPREFPERCREADS075	Streptococcus_pneumoniae;_AP017971.1;_TOPREFPERCREADS075	Streptococcus_pneumoniae_670-6B;_CP002176.1;_TOPREFPERCREADS075	Streptococcus_pneumoniae_SPN034183;_FQ312043.1;_TOPREFPERCREADS075	Streptococcus_pneumoniae_SPN994039;_FQ312044.2;_TOPREFPERCREADS075
Streptococcus_pneumoniae_TIGR4	Streptococcus_pneumoniae_TIGR4;_AKVY01000001.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_pyogenes	Streptococcus_pyogenes;_CP012045.1;_TOPREFPERCREADS100	Streptococcus_pyogenes_JRS4;_CP011414.1;_TOPREFPERCREADS100	Streptococcus_pyogenes_JRS4;_AP012335.1;_TOPREFPERCREADS100	Streptococcus_pyogenes_A20;_CP003901.1;_TOPREFPERCREADS100	Streptococcus_sp._'group_B';_CP020432.1;_TOPREFPERCREADS100	Streptococcus_pyogenes_M1_GAS;_AE004092.2;_TOPREFPERCREADS100	Streptococcus_pyogenes_MGAS10394;_CP000003.1;_TOPREFPERCREADS100	Streptococcus_pyogenes_Alab49;_CP003068.1;_TOPREFPERCREADS100	Streptococcus_agalactiae_2603V/R;_AE009948.1;_TOPREFPERCREADS100	Streptococcus_pyogenes_MGAS5005;_CP000017.2;_TOPREFPERCREADS100
Streptococcus_troglodytae	Streptococcus_troglodytae;_AP014612.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Taenia_solium	Taenia_solium;_MIEF01007082.1;_TOPREFPERCREADS100	Homo_sapiens;_NC_000001.11;_TOPREFPERCREADS100	Homo_sapiens;_NC_000018.10;_TOPREFPERCREADS100	Homo_sapiens;_NC_000014.9;_TOPREFPERCREADS100	Homo_sapiens;_NC_000020.11;_TOPREFPERCREADS100	Cryptococcus_neoformans_var._grubii_H99;_NC_026745.1;_TOPREFPERCREADS100	Cryptococcus_neoformans_var._grubii_H99;_NC_026748.1;_TOPREFPERCREADS100	Cryptococcus_neoformans_var._grubii_H99;_NC_026752.1;_TOPREFPERCREADS100	Enterobius_vermicularis;_LM416881.1;_TOPREFPERCREADS100	Enterobius_vermicularis;_LM417594.1;_TOPREFPERCREADS100
Tannerella_forsythia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tannerella_forsythia_3313	Tannerella_forsythia_3313;_AP013044.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tannerella_forsythia_92A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Toxoplasma_gondii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Toxoplasma_gondii_ME49	Toxoplasma_gondii_ME49;_NW_017385057.1;_TOPREFPERCREADS100	Homo_sapiens;_NT_187398.1;_TOPREFPERCREADS001	Homo_sapiens;_NC_000001.11;_TOPREFPERCREADS000	Homo_sapiens;_NC_000004.12;_TOPREFPERCREADS000	Homo_sapiens;_NC_000010.11;_TOPREFPERCREADS000	Homo_sapiens;_NC_000002.12;_TOPREFPERCREADS000	Homo_sapiens;_NC_000018.10;_TOPREFPERCREADS000	Homo_sapiens;_NC_000019.10;_TOPREFPERCREADS000	Homo_sapiens;_NC_000017.11;_TOPREFPERCREADS000	Homo_sapiens;_NC_000005.10;_TOPREFPERCREADS000
Treponema	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Treponema_denticola	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Treponema_denticola_ATCC_35405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Treponema_pallidum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Treponema_pallidum_subsp._pallidum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Treponema_pallidum_subsp._pertenue	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Trichinella_spiralis	Homo_sapiens;_NT_167214.1;_TOPREFPERCREADS100	Schistosoma_mansoni;_NW_017386004.1;_TOPREFPERCREADS050	Trichinella_spiralis;_NW_003531540.1;_TOPREFPERCREADS050	Trichinella_spiralis;_NW_003528738.1;_TOPREFPERCREADS050	Trichinella_spiralis;_NW_003532282.1;_TOPREFPERCREADS050	Plasmodium_vivax_Sal-1;_NW_001852096.1;_TOPREFPERCREADS000	Taenia_solium;_MIEF01010967.1;_TOPREFPERCREADS000	Trichinella_spiralis;_NW_003532817.1;_TOPREFPERCREADS000	Trichinella_spiralis;_NW_003530428.1;_TOPREFPERCREADS000	Trichinella_spiralis;_NW_003532588.1;_TOPREFPERCREADS000
Trypanosoma_brucei	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Trypanosoma_cruzi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Trypanosoma_cruzi_strain_CL_Brener	Trypanosoma_cruzi_strain_CL_Brener;_NW_911413.1;_TOPREFPERCREADS100	Homo_sapiens;_NC_000002.12;_TOPREFPERCREADS100	Homo_sapiens;_NC_000020.11;_TOPREFPERCREADS100	Homo_sapiens;_NC_000003.12;_TOPREFPERCREADS100	Homo_sapiens;_NC_000018.10;_TOPREFPERCREADS100	Homo_sapiens;_NC_000004.12;_TOPREFPERCREADS100	Homo_sapiens;_NC_000006.12;_TOPREFPERCREADS100	Homo_sapiens;_NC_000008.11;_TOPREFPERCREADS100	Homo_sapiens;_NC_000007.14;_TOPREFPERCREADS100	Homo_sapiens;_NC_000001.11;_TOPREFPERCREADS100
Variola_major_virus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Variola_minor_virus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Veillonella_parvula	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vibrio_cholerae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vibrio_parahaemolyticus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vibrio_vulnificus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Yersinia_enterocolitica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Yersinia_pestis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Yersinia_pseudotuberculosis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Yersinia_pseudotuberculosis_complex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
